组	旧事实	新事实	载体	原文
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/checks-owed.md:203	| C214 | 遍历跳的窗口余量没人守 | **任何活树遍历读完父指针、再去读子块，这中间子块不许被释放并重用**——这是 E92（最坏块重用延迟需求） 补列重跑之后清单里**唯一按墙钟计价**的消费者（产物逐字 `name=pricing_census generations=6 wallclock=1 external_event=1 blank=1 total=9`）。它今天被罩住：窗口 = K ÷ 发布率，甲（2785 发布/秒）与 K=2 下是 **718 微秒**，一跳按 100 微秒算余量 7.18 倍。⚠️ **但那条余量没有任何东西在守**：发布率涨、设备变慢、或 K 被调到 1，交叉线就会被越过，而越过之后的失败模式是**遍历读到已被复用的块**——父指针校验和会失配（D4（校验和位置） 检得出来），但「失配 = 真损坏」与「失配 = 我这条路径过期了」**分不开**，于是 scrub 会把复用报成损坏，或者更糟：复用后的内容恰好自洽时静默放过。⚠️ **一跳 100 微秒是取样点不是实测**，本仓没量过单跳耗时 ⇒ 余量倍数不承重，承重的是那条交叉线本身 | 两
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/checks-owed.md:293	| C317 | 判决只在一个几何取样点上量过没有检查 | **一个实验跑前写死的判决（例如 E127（分裂合并之下组身份要不要存） 判据 6 的 0.8）只在装置取的那一个几何（容量 8、插 16 删 16）上被检验过，而几何不是任何已定条款给的**：换成插 20 删 12，被判退役的那族臂从六格全输变成四格全赢（最好 0.876，仍不过阈值）；容量 32 时两族比值 0.999–1.007，模型没有分辨力。变异表钉的是单测的取样点（`.claude/rules/mutation-sampling.md` 第四类），没有一条变异动几何，判决对几何的敏感性没有任何东西在看 | 每个带跑前判决的计数实验报一行「几何敏感性」：至少在一个方向相反的几何取样点上重跑判决那一格，判决翻面就记「不稳定」、不翻就记两点；判别力自证：把判据阈值挪到两点之间，检查必须由绿转红 | `.claude/rules/mutation-sampling.md` 加第六类（对象是跑前写死的判决，不是变异）——2026-09-13 已加，三例在那一节里；「每个实验报几何敏感性一行」的检查还欠 | D26（后台整理与
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/checks-owed.md:296	| C323 | 镜像大小全仓没有条款 | 单元区的末端（镜像大小）全仓没有条款，而空闲字节、全空聚簇段数、碎片度 runs 三个统计量都要它（D5（快照 / 空间记账机制） 已定项 7 定容量 = 单元区）；E142（第一个事务的干跑） 按 mkfs 参数取 4 GiB 并在 `name=config` 里报出来（`device_bytes=4294967296`），[layout/01-first-txn.md](layout/01-first-txn.md) 五那一节的空闲 3 472 670 720 与 runs 4 都是这个预想的函数。它也是 C317（判决只在一个几何取样点上量过没有检查） 那一类：E142（第一个事务的干跑） 的几何（2 盘、4 GiB、槽距 4096）只有一个取样点 | mkfs 把镜像大小写进超级块（或按设备容量推出单元区末端）后，checker 用它复算三个统计量，对不上判红；E142（第一个事务的干跑） 补一行「几何敏感性」（换一个镜像大小重跑，三个统计量随之变、别的行不变） | 镜像大小进不进超级块字段表。⚠️ **2026-09-14 用户定案
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/checks-owed.md:326	| C355 | checkpoint 保留池池级扣而固定点每块要落两列 | D28（挂载期承诺量） 已定项 4 把 checkpoint 保留池并进准入不等式作池级一项、不按设备求和，而固定点写出的每一块按 D2（RAID 条带策略） 已定项 6 落两列；同一份 D28（挂载期承诺量） 已定项 3 对同类量（切换预留、暖机 c_max）是按设备各加的。E141（切换预留的挂载准入自证） 判据 3 已量出池级标量臂在「盘 0 是份额加 50、盘 1 是份额减 1」的池上判可写、按设备臂判只读，而它自陈保留池不在装置罩的那一项里 | 挂载准入的对拍把 checkpoint 保留池也扫成两臂：同一格池（一块盘短 1 块、另一块富余）下按设备扣的臂判只读、池级标量臂判可写，两臂给同一结论即判红；判别力自证：把保留池改成按设备各扣一份，那一格必须由红转绿 | E141（切换预留的挂载准入自证） 的装置已有两臂与取样点，缺的是把第八项加进去；实现侧的挂载准入，与 C126（切换预留的最坏量没有口径） 同一前置 | `records/2026-09-13-总审核.md` 第五节第 11 行与第六节
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/checks-owed.md:342	| C368 | 分配器落点只看盘 0，盘不等大时断言失败 | 2026-09-17 已实现：用户数据、开段、回落三处由每块盘各答一个、一致才分配，不一致或部分盘答不出在动状态之前返回 `PlacementRefusal`；用例 `second_transaction_supplement_two_unequal_devices.rs` 三条、变异在 `crates/mutations.tsv`。仍欠的写清：发布层把三种拒绝统一报成 `NoSpaceFor`，调用方分不出；模型对拍没有不等盘的取样点——增补 3 第 2 件的小盘段两块盘等大（`HistoryDeviceWidth::UnitAreaOf384Slots`），把「每块盘上都没有」报成「小盘写满」、只换原因的那条变异在五段上一段都不红（2026-09-19 实现员实测，代码三方第二轮判决第 44 行第 6 条）。 | harness 造一个两块不等大盘的池，填到小盘单元区末尾之后，分配必须按设备取落点或返回 `None`，不许 panic；判别力自证：删掉按设备取那一步必须红。随机历史另加一个两块盘不等大的取样点，把「每块
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/decisions/19-块指针的结构与宽度预算.md:222	⚠️ **绝对值必须连取样点一起引**：E109（位置权威三臂的运行时代价） 的主取样点上引用树与映射树恰好同高，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/decisions/21-权威态与派生态的分界.md:603	| 1 | **E109（位置权威三臂的运行时代价） 第一版在一个退化取样点上**：那一点引用树与映射树恰好同高，删掉映射树的几何单测全绿、产物逐字节不变 ⇒ 它当时对「映射几何进没进模型」没有判别力。**已当日重修**（取样点扩到六个、阳性对照重写、变异 14 → 17），结构结论不变，绝对值必须连取样点一起引 | 攻击腿在仓外副本上实跑，md5 不变 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/decisions/22-单元原子性怎么合成.md:393	⇒ **今天没有任何消费者的需求越过窗口**（一跳按 100 微秒算余量 7.18 倍，而那个 100 微秒是取样点不是实测）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/decisions/26-后台整理与放置回收.md:217	**射程**：E95（老化的节点布局臂） 自陈候选不是穷举——将来再提一种要盘上字段的抗老化形态，另立分项、另立实验，不重开本项；1 字节老化代那条路在字节上仍开着（落码 2 类身份段那 2 字节预留，C102（索引节点头没有预留区，加字段不是 compat）），本项判的是它按 E95（老化的节点布局臂） 的实测没有可采的收益。判决对几何取样点的敏感性落 C317（判决只在一个几何取样点上量过没有检查）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/decisions/26-后台整理与放置回收.md:219	**定案之前那一格（原已定项 4 那一行的正文，逐字保留）**：**结构抗老化取什么形态**：候选 B 只有方向，没有形态。定它先要回答它动索引节点布局的哪一部分、与 D8（核心索引结构）已定项 3 的 `locality_id` 是替代还是叠加、与 D11（索引节点要不要留消息缓冲区）已定的消息缓冲区抢不抢同一段空间。⚠️ 现有依据只有 BetrFS 的 FAST 2017 / FAST 2018，按 `.claude/singlefs-ai-sop/rules/evidence-discipline.md` 那只能提出假设，不能进论证。 改第一个事务的字节：**是**（2026-09-01，依据：第一个事务要写索引节点，而这一项直接改节点布局 ⇒ 不定它，第一个事务的节点字节写不出来）。 ⚠️ 复核（2026-09-03，三方论证）：E93（老化下的放置与碎片度）证实存在**不动格式**的抗老化形态（写路径邻居重写），但它在 F ≈ 66% 饱和、预算受负载几何封顶，而模型**没有节点布局臂**⇒ 三腿里两腿判「翻转为否」不成立，判定维持「是」。缩窄了的是：政策部分（聚簇段放置 +
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/decisions/28-挂载期承诺量.md:88	**暖机那一半（2026-09-13，连带 D16（发布语义） 已定项 8 用户定案）**：一次切换的最坏量再加「至多 R 次空发布 × 现算 c_max」（R = 3，c_max 按已定项 4 每次发布现算），预留里这一半是 (N_switch + 1) × R × c_max；第一个可运行目标两块盘互为镜像，空发布的 c_max 块每块盘各占一份，所以按设备各加一份（E141（切换预留的挂载准入自证） 2026-09-13 第二次跑的取法）。数：第一个事务的几何上 c_max 按已定项 4 现算是 4 块（E148（提交固定点按两棵记录树重算） 产物三条臂逐字都是 `scale=first_transaction … empty_publish_meta_blocks=4`：两棵记录树各一层加记账 2 个节点），暖机那一半每块盘 (3 + 1) × 3 × 4 = 48 块，与链重写的 8 块相加 ⇒ **每块盘 56 块**。E141（切换预留的挂载准入自证） 2026-09-14 第三次跑把 c_max 当输入扫两档，另一档代的是池规模的 9 块（E148（提交固定点按两棵记录
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/decisions/28-挂载期承诺量.md:92	**射程与已知边角**：式子按「两份副本各落一块盘」写，只对两块盘的池没有歧义（D2（RAID 条带策略） 已定项 9 的第一个可运行目标）；**三块盘以上时两份落哪两块盘没写**，挂载判定该要求「任意两块」「空闲最多的两块」还是「分配器会选的那两块」都没定，E141（切换预留的挂载准入自证） 只建了两块盘。第一版不跑 zoned，zoned 上 rows0 无界（C121（zoned 上实例表链长无上界））；非 zoned 上 rows0 由行回收压住，但回收要「无读失败 ∧ 全盘在线」且删行要可写挂载，近满盘 + 坏扇区的池上「预留拿不到 ⇒ 只读」可能成吸收态（推的，每 369 行才多一片）；每次可写挂载都写行、行回收要根环每个槽都读成功之后，一个根槽持续读不出时行只增不减，这个吸收态不再要求近满盘（C335（根槽持续读不出时实例表只增不减））；D16（发布语义） 已定项 5 只写 T_dirty 是触发条件、没写重做期间开放的 checkpoint 会不会堵住写者，那是 D16（发布语义） 的口径空白。判别力自证在计数模型里做了：E141（切换预留的挂载准入自证）（只差 1 块
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments.md:127	| E109（位置权威三臂的运行时代价） | 已跑（2026-09-06，当日被打回重修一次） | 搬迁：`ptr` 随引用树数线性（比值恰等于 K），中央映射与 K 无关；发布：中央映射多付一笔与叶数无关的定额（主负载 1.199×）；读：中央映射翻倍，混合形态在 E96（混合架构的一致性） 的过期率区间上只多 19–37%；K = 1 时中央映射永远回不了本，K ≥ 2 时每次发布搬 1 个共享单元即回本。⚠️ 第一版取样点上两棵树恰好同高，删掉映射几何单测全绿、产物不变，已按不同高的六个点重修 | [109-位置权威三臂的运行时代价.md](experiments/109-位置权威三臂的运行时代价.md) |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments.md:136	| E119（槽定宽的补齐代价） | 已跑（2026-09-08，纯算术，11 单测 / 12 条变异全抓） | 定宽本身不贵、档切得粗才贵：相对变长的损失，64 字节粒度（64 档）+1.76% / +9.61% / +0.02%，而四档（512/1024/2048/4096）是 +39.77% / **+90.83%** / +0.02% ⇒ 跑前写死的「`tier4` 损失 > 30% 就是太粗」当场触发；**档要在小端密不是等距**（`pow2` 7 档在小文件多的分布上赢过等距的 16 档）；D27（小数据打包容器） 已定的三个取样点 512 / 1024 / 4096 恰好都是档宽，只看它们会误得「定宽不要钱」 | [119-槽定宽的补齐代价.md](experiments/119-槽定宽的补齐代价.md) |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments.md:138	| E120（档表取等比时公比怎么定） | 已跑（2026-09-08，纯算术，8 单测 / 13 条变异全抓） | 等比档表的最坏相对浪费 `1 − 1/r` **与分布无关**（`W_min` 以上；地板那一段按绝对字节看，每对象至多 63）：`r` = 1.125 档数 36 / 最坏 11.10% / 实测 +8.26% 与 +11.24%，`r` = 1.25 档数 20 / 19.99% / +12.62% 与 +14.32%，`r` = 1.5 档数 12 / 33.31%，`r` = 2.0 档数 7 / 49.98%；每档 `cap` 都 ≥ 4。⚠️ `discrete` 那个分布不中立（三个取样点全是 2 的幂），只看它会得出相反结论 | [120-档表取等比时公比怎么定.md](experiments/120-档表取等比时公比怎么定.md) |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments.md:159	| E141（切换预留的挂载准入自证） | 已跑（2026-09-13，纯算术，9 单测 / 14 条变异全抓；同日加暖机 R × c_max 那一半，2026-09-14 预留多一份给写行那次发布） | 按 D28（挂载期承诺量） 的式子写成的挂载准入，在只差 1 块的两个池上分得开可写与只读；预留置 0 时都可写，池级标量判不出短的那块盘；七个错法各有取样点分得开 | [141-切换预留的挂载准入自证.md](experiments/141-切换预留的挂载准入自证.md) |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/105-extent叶改码3的代价.md:34	**三个取样点上的比值是取样的性质，不是模型的性质**（第五轮反推腿 6.4 打中）：两侧树高都是 N 的阶跃函数，甲在 196 × 196^k 处升层、乙在 393 × 196^k 处升层，中间那一段乙比甲矮一层——宽记录在 N ∈ [38417, 77028] 与 [7529537, 15097488]、窄记录在 [61349, 123088] 与 [12024209, 24125248]（`name=equal_height` 行），对数轴上各占 ln(393 / 196) / ln(196) = 13.2%。那些 N 上单次更新的字节比恒 1.000、点查字节相同且乙少读一个节点。解析下界：容器扇出 ≥ 叶扇出 ⇒ 乙至多矮一层 ⇒ 比值 ≥ 1，没有让它低于 1 的参数。N ≤ 196 时甲一层、乙两层（单容器上面仍有一个码 2 根节点），比值 2.0。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:28	6. ⚠️ **第一版还有一个更硬的毛病，已修**：取样点只有一个，而那一点上引用树与映射树**恰好同高 4**
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:32	⇒ 现在按两棵树**不同高**的取样点扫六个点，阳性对照改成「换映射几何 ⇒ `map` 臂必须变、`ptr` 臂必须不变」，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:77	**判别力（2026-09-06 修补之后新增）**：六个取样点里三个是两棵树**不同高**的，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:80	⚠️ **主取样点（400 万叶 / 全池）是一个退化点**：那里 `map` 与 `ptr`（`K = 1`）都是 66 048，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:81	**因为两棵树恰好都是高 4，不是因为它们本质相同**——引用这个 66 048 时必须带上取样点。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:109	- 六个取样点仍是**离散点**，不是扫出来的曲线；且真实池规模与真实引用树规模都没有实测画像。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/112-旧写者遇到不认识的树.md:94	- **判据 2**：`rows_lost` 与独立闭式在全部 6 × 4 个（格子 × 代数）取样点上逐格相等。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/114-小数据打包容器的总账.md:139	装置 `research/e7-index-bench/src/bin/e114_pack_ledger.rs`，变异表 `research/mutations/e114_pack_ledger.tsv`（15 条全抓；2026-09-12 起：此前三条原文在源码里命中两处、从未跑通，补上下文后只打第一条臂，另为 `packbg` 臂补三条，其中容器索引与活槽记账两条是真盲区、覆写那条是取样点不敏感，`packbg_absolute` 补钉元数据 6 453 404 字节与 f = 0.3 的单元数）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/116-打包容器的账·补元数据写与整理策略.md:101	### 变异 `M14` 是真盲区，不是等价也不是取样点不敏感
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/116-打包容器的账·补元数据写与整理策略.md:105	改成 `d` 之后仍然成立。按 `.claude/rules/mutation-sampling.md` 三分：换任何取样点都抓不到，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/117-预留位算进去之后的头宽与几何.md:35	5. **判别力**：`resv12` 与 `resv4` 必须至少在一格上不同。全格相同 ⇒ 判「取样点不敏感」
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/117-预留位算进去之后的头宽与几何.md:36	（`.claude/rules/mutation-sampling.md` 第三类），去找跨整数边界的取样点，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/117-预留位算进去之后的头宽与几何.md:41	**失败条款**：判据 5 不成立时不许改判据，按第三类补取样点。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/117-预留位算进去之后的头宽与几何.md:62	向下取整把那 8 字节差吃掉了。按 `.claude/rules/mutation-sampling.md` 这是**取样点不敏感**，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/117-预留位算进去之后的头宽与几何.md:70	两次错在同一个毛病：**拿一个取样点当三个**。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/118-单盘自恢复的三条臂.md:54	**散点故障**（每 k 个槽毁一个）——**这一档是给链臂的公平取样点**，连续区间会把前后邻居一起毁掉：
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/118-单盘自恢复的三条臂.md:83	按 `.claude/rules/mutation-sampling.md` 三分，这是**真盲区**不是取样点不敏感：反转之后任何取样点上的绝对值都变。
